1,0
,
2,112
,
3,87
,
4,112
,
5,101
,
6,105
,
7,102
,
8,107
,
9,105
,
10,102
,
11,104
,
12,100
,
13,103
,
14,96
,
15,99
,
16,100
,
17,98
,
18,95
,
19,94
,
20,92
,
21,95
,
22,92
,
23,95
,
24,93
,
25,95
,
26,94
,
27,90
,
28,91
,
29,93
